"Species"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"total_sequences"
"Ablennes_hians"	"Chordata"	"Actinopteri"	"Beloniformes"	"Belonidae"	"Ablennes"	3
"Abramis_brama"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Abramis"	7
"Abudefduf_hoefleri"	"Chordata"	"Actinopteri"	"Ovalentaria"	"Pomacentridae"	"Abudefduf"	1
"Abudefduf_saxatilis"	"Chordata"	"Actinopteri"	"Ovalentaria"	"Pomacentridae"	"Abudefduf"	2
"Abudefduf_taurus"	"Chordata"	"Actinopteri"	"Ovalentaria"	"Pomacentridae"	"Abudefduf"	1
"Abudefduf_vaigiensis"	"Chordata"	"Actinopteri"	"Ovalentaria"	"Pomacentridae"	"Abudefduf"	10
"Acanthocybium_solandri"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombridae"	"Acanthocybium"	3
"Acanthopagrus_bifasciatus"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Acanthopagrus"	2
"Acanthurus_monroviae"	"Chordata"	"Actinopteri"	"Acanthuriformes"	"Acanthuridae"	"Acanthurus"	1
"Acipenser_gueldenstaedtii"	"Chordata"	"Actinopteri"	"Acipenseriformes"	"Acipenseridae"	"Acipenser"	5
"Acipenser_naccarii"	"Chordata"	"Actinopteri"	"Acipenseriformes"	"Acipenseridae"	"Acipenser"	2
"Acipenser_nudiventris"	"Chordata"	"Actinopteri"	"Acipenseriformes"	"Acipenseridae"	"Acipenser"	4
"Acipenser_oxyrinchus"	"Chordata"	"Actinopteri"	"Acipenseriformes"	"Acipenseridae"	"Acipenser"	10
"Acipenser_persicus"	"Chordata"	"Actinopteri"	"Acipenseriformes"	"Acipenseridae"	"Acipenser"	2
"Acipenser_ruthenus"	"Chordata"	"Actinopteri"	"Acipenseriformes"	"Acipenseridae"	"Acipenser"	4
"Acipenser_stellatus"	"Chordata"	"Actinopteri"	"Acipenseriformes"	"Acipenseridae"	"Acipenser"	5
"Acipenser_sturio"	"Chordata"	"Actinopteri"	"Acipenseriformes"	"Acipenseridae"	"Acipenser"	4
"Aetobatus_flagellum"	"Chordata"	"Elasmobranchii"	"Myliobatiformes"	"Myliobatidae"	"Aetobatus"	2
"Aetobatus_narinari"	"Chordata"	"Elasmobranchii"	"Myliobatiformes"	"Myliobatidae"	"Aetobatus"	1
"Alburnus_alburnus"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Alburnus"	2
"Alburnus_chalcoides"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Alburnus"	1
"Aldrovandia_affinis"	"Chordata"	"Actinopteri"	"Notacanthiformes"	"Halosauridae"	"Aldrovandia"	2
"Aldrovandia_oleosa"	"Chordata"	"Actinopteri"	"Notacanthiformes"	"Halosauridae"	"Aldrovandia"	2
"Aldrovandia_phalacra"	"Chordata"	"Actinopteri"	"Notacanthiformes"	"Halosauridae"	"Aldrovandia"	1
"Alectis_ciliaris"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Alectis"	2
"Alepes_djedaba"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Alepes"	2
"Alepisaurus_ferox"	"Chordata"	"Actinopteri"	"Aulopiformes"	"Alepisauridae"	"Alepisaurus"	1
"Alepocephalus_agassizii"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Alepocephalus"	3
"Alepocephalus_australis"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Alepocephalus"	2
"Alepocephalus_bairdii"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Alepocephalus"	2
"Alepocephalus_productus"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Alepocephalus"	2
"Alopias_superciliosus"	"Chordata"	"Elasmobranchii"	"Lamniformes"	"Alopiidae"	"Alopias"	5
"Alopias_vulpinus"	"Chordata"	"Elasmobranchii"	"Lamniformes"	"Alopiidae"	"Alopias"	5
"Alosa_alosa"	"Chordata"	"Actinopteri"	"Clupeiformes"	"Clupeidae"	"Alosa"	2
"Alosa_fallax"	"Chordata"	"Actinopteri"	"Clupeiformes"	"Clupeidae"	"Alosa"	5
"Aluterus_monoceros"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Monacanthidae"	"Aluterus"	2
"Aluterus_scriptus"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Monacanthidae"	"Aluterus"	2
"Amblyraja_hyperborea"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Amblyraja"	3
"Amblyraja_radiata"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Amblyraja"	5
"Ammodytes_dubius"	"Chordata"	"Actinopteri"	"Perciformes"	"Ammodytidae"	"Ammodytes"	2
"Ammodytes_marinus"	"Chordata"	"Actinopteri"	"Perciformes"	"Ammodytidae"	"Ammodytes"	1
"Ammodytes_tobianus"	"Chordata"	"Actinopteri"	"Perciformes"	"Ammodytidae"	"Ammodytes"	1
"Anarhichas_denticulatus"	"Chordata"	"Actinopteri"	"Perciformes"	"Anarhichadidae"	"Anarhichas"	23
"Anarhichas_lupus"	"Chordata"	"Actinopteri"	"Perciformes"	"Anarhichadidae"	"Anarhichas"	89
"Anarhichas_minor"	"Chordata"	"Actinopteri"	"Perciformes"	"Anarhichadidae"	"Anarhichas"	20
"Anguilla_anguilla"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Anguillidae"	"Anguilla"	59
"Anguilla_japonica"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Anguillidae"	"Anguilla"	10
"Anisarchus_medius"	"Chordata"	"Actinopteri"	"Perciformes"	"Stichaeidae"	"Anisarchus"	1
"Anoplogaster_cornuta"	"Chordata"	"Actinopteri"	"Trachichthyiformes"	"Anoplogastridae"	"Anoplogaster"	2
"Anotopterus_pharao"	"Chordata"	"Actinopteri"	"Aulopiformes"	"Anotopteridae"	"Anotopterus"	1
"Antennarius_striatus"	"Chordata"	"Actinopteri"	"Lophiiformes"	"Antennariidae"	"Antennarius"	1
"Antigonia_capros"	"Chordata"	"Actinopteri"	"Acanthuriformes"	"Caproidae"	"Antigonia"	2
"Antimora_rostrata"	"Chordata"	"Actinopteri"	"Gadiformes"	"Moridae"	"Antimora"	2
"Aphanius_dispar"	"Chordata"	"Actinopteri"	"Cyprinodontiformes"	"Cyprinodontidae"	"Aphanius"	11
"Aphanius_fasciatus"	"Chordata"	"Actinopteri"	"Cyprinodontiformes"	"Cyprinodontidae"	"Aphanius"	7
"Aphanopus_carbo"	"Chordata"	"Actinopteri"	"Scombriformes"	"Trichiuridae"	"Aphanopus"	2
"Aphia_minuta"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Aphia"	2
"Apogon_imberbis"	"Chordata"	"Actinopteri"	"Kurtiformes"	"Apogonidae"	"Apogon"	2
"Apogonichthyoides_nigripinnis"	"Chordata"	"Actinopteri"	"Kurtiformes"	"Apogonidae"	"Apogonichthyoides"	1
"Apogonichthyoides_taeniatus"	"Chordata"	"Actinopteri"	"Kurtiformes"	"Apogonidae"	"Apogonichthyoides"	1
"Arctogadus_glacialis"	"Chordata"	"Actinopteri"	"Gadiformes"	"Gadidae"	"Arctogadus"	20
"Arctozenus_risso"	"Chordata"	"Actinopteri"	"Aulopiformes"	"Paralepididae"	"Arctozenus"	1
"Argentina_silus"	"Chordata"	"Actinopteri"	"Argentiniformes"	"Argentinidae"	"Argentina"	1
"Argentina_sphyraena"	"Chordata"	"Actinopteri"	"Argentiniformes"	"Argentinidae"	"Argentina"	1
"Ariosoma_balearicum"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Congridae"	"Ariosoma"	1
"Arnoglossus_laterna"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Bothidae"	"Arnoglossus"	1
"Arothron_hispidus"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Tetraodontidae"	"Arothron"	3
"Aspidophoroides_olrikii"	"Chordata"	"Actinopteri"	"Perciformes"	"Agonidae"	"Aspidophoroides"	2
"Atherina_boyeri"	"Chordata"	"Actinopteri"	"Atheriniformes"	"Atherinidae"	"Atherina"	6
"Atherina_hepsetus"	"Chordata"	"Actinopteri"	"Atheriniformes"	"Atherinidae"	"Atherina"	17
"Atherina_presbyter"	"Chordata"	"Actinopteri"	"Atheriniformes"	"Atherinidae"	"Atherina"	6
"Atherinomorus_lacunosus"	"Chordata"	"Actinopteri"	"Atheriniformes"	"Atherinidae"	"Atherinomorus"	2
"Atractoscion_aequidens"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sciaenidae"	"Atractoscion"	5
"Auxis_rochei"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombridae"	"Auxis"	8
"Auxis_thazard"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombridae"	"Auxis"	7
"Avocettina_infans"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Nemichthyidae"	"Avocettina"	2
"Babka_gymnotrachelus"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Babka"	1
"Bajacalifornia_megalops"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Bajacalifornia"	2
"Balistes_vetula"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Balistidae"	"Balistes"	2
"Barbatula_barbatula"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Nemacheilidae"	"Barbatula"	7
"Barbourisia_rufa"	"Chordata"	"Actinopteri"	"Beryciformes"	"Barbourisiidae"	"Barbourisia"	2
"Barbus_barbus"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Barbus"	3
"Bathygadus_favosus"	"Chordata"	"Actinopteri"	"Gadiformes"	"Macrouridae"	"Bathygadus"	1
"Bathygadus_macrops"	"Chordata"	"Actinopteri"	"Gadiformes"	"Macrouridae"	"Bathygadus"	1
"Bathygadus_melanobranchus"	"Chordata"	"Actinopteri"	"Gadiformes"	"Macrouridae"	"Bathygadus"	1
"Bathylaco_nigricans"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Bathylaco"	1
"Bathylagus_euryops"	"Chordata"	"Actinopteri"	"Argentiniformes"	"Bathylagidae"	"Bathylagus"	1
"Bathyprion_danae"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Bathyprion"	2
"Bathyraja_richardsoni"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Arhynchobatidae"	"Bathyraja"	2
"Bathyraja_spinicauda"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Arhynchobatidae"	"Bathyraja"	1
"Bathysaurus_ferox"	"Chordata"	"Actinopteri"	"Aulopiformes"	"Bathysauridae"	"Bathysaurus"	1
"Bathytoshia_centroura"	"Chordata"	"Elasmobranchii"	"Myliobatiformes"	"Dasyatidae"	"Bathytoshia"	6
"Bathytroctes_macrolepis"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Bathytroctes"	2
"Bathytroctes_michaelsarsi"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Bathytroctes"	2
"Bathytroctes_microlepis"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Bathytroctes"	2
"Bathyuroconger_vicinus"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Congridae"	"Bathyuroconger"	1
"Benthosema_glaciale"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Benthosema"	2
"Beryx_decadactylus"	"Chordata"	"Actinopteri"	"Beryciformes"	"Berycidae"	"Beryx"	3
"Beryx_splendens"	"Chordata"	"Actinopteri"	"Beryciformes"	"Berycidae"	"Beryx"	4
"Blicca_bjoerkna"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Blicca"	5
"Boops_boops"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Boops"	1
"Boreogadus_saida"	"Chordata"	"Actinopteri"	"Gadiformes"	"Gadidae"	"Boreogadus"	68
"Borostomias_antarcticus"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Stomiidae"	"Borostomias"	1
"Brama_brama"	"Chordata"	"Actinopteri"	"Scombriformes"	"Bramidae"	"Brama"	6
"Bregmaceros_nectabanus"	"Chordata"	"Actinopteri"	"Gadiformes"	"Bregmacerotidae"	"Bregmaceros"	2
"Buenia_affinis"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Buenia"	2
"Callionymus_lyra"	"Chordata"	"Actinopteri"	"Callionymiformes"	"Callionymidae"	"Callionymus"	3
"Callionymus_maculatus"	"Chordata"	"Actinopteri"	"Callionymiformes"	"Callionymidae"	"Callionymus"	4
"Canthidermis_maculata"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Balistidae"	"Canthidermis"	3
"Capros_aper"	"Chordata"	"Actinopteri"	"Acanthuriformes"	"Caproidae"	"Capros"	2
"Caranx_crysos"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Caranx"	1
"Carapus_acus"	"Chordata"	"Actinopteri"	"Ophidiiformes"	"Carapidae"	"Carapus"	2
"Carassius_carassius"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Carassius"	5
"Carassius_gibelio"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Carassius"	23
"Carcharhinus_altimus"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Carcharhinidae"	"Carcharhinus"	1
"Carcharhinus_amboinensis"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Carcharhinidae"	"Carcharhinus"	2
"Carcharhinus_brachyurus"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Carcharhinidae"	"Carcharhinus"	1
"Carcharhinus_brevipinna"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Carcharhinidae"	"Carcharhinus"	3
"Carcharhinus_falciformis"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Carcharhinidae"	"Carcharhinus"	8
"Carcharhinus_leucas"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Carcharhinidae"	"Carcharhinus"	5
"Carcharhinus_limbatus"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Carcharhinidae"	"Carcharhinus"	6
"Carcharhinus_longimanus"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Carcharhinidae"	"Carcharhinus"	6
"Carcharhinus_melanopterus"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Carcharhinidae"	"Carcharhinus"	3
"Carcharhinus_obscurus"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Carcharhinidae"	"Carcharhinus"	4
"Carcharhinus_plumbeus"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Carcharhinidae"	"Carcharhinus"	4
"Carcharhinus_signatus"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Carcharhinidae"	"Carcharhinus"	1
"Carcharias_taurus"	"Chordata"	"Elasmobranchii"	"Lamniformes"	"Odontaspididae"	"Carcharias"	9
"Carcharodon_carcharias"	"Chordata"	"Elasmobranchii"	"Lamniformes"	"Lamnidae"	"Carcharodon"	132
"Centrolabrus_exoletus"	"Chordata"	"Actinopteri"	"Eupercaria"	"Labridae"	"Centrolabrus"	2
"Centrolophus_niger"	"Chordata"	"Actinopteri"	"Scombriformes"	"Centrolophidae"	"Centrolophus"	3
"Centrophorus_granulosus"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Centrophoridae"	"Centrophorus"	1
"Centrophorus_squamosus"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Centrophoridae"	"Centrophorus"	1
"Centroscyllium_fabricii"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Etmopteridae"	"Centroscyllium"	2
"Centroscymnus_crepidater"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Somniosidae"	"Centroscymnus"	1
"Centroscymnus_owstonii"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Somniosidae"	"Centroscymnus"	1
"Ceratias_uranoscopus"	"Chordata"	"Actinopteri"	"Lophiiformes"	"Ceratiidae"	"Ceratias"	2
"Ceratoscopelus_maderensis"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Ceratoscopelus"	1
"Cetonurus_globiceps"	"Chordata"	"Actinopteri"	"Gadiformes"	"Macrouridae"	"Cetonurus"	2
"Cetorhinus_maximus"	"Chordata"	"Elasmobranchii"	"Lamniformes"	"Cetorhinidae"	"Cetorhinus"	24
"Cetostoma_regani"	"Chordata"	"Actinopteri"	"Beryciformes"	"Cetomimidae"	"Cetostoma"	3
"Chanos_chanos"	"Chordata"	"Actinopteri"	"Gonorynchiformes"	"Chanidae"	"Chanos"	4
"Chauliodus_sloani"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Stomiidae"	"Chauliodus"	2
"Chaunax_pictus"	"Chordata"	"Actinopteri"	"Lophiiformes"	"Chaunacidae"	"Chaunax"	2
"Cheilodipterus_novemstriatus"	"Chordata"	"Actinopteri"	"Kurtiformes"	"Apogonidae"	"Cheilodipterus"	2
"Cheilopogon_pinnatibarbatus"	"Chordata"	"Actinopteri"	"Beloniformes"	"Exocoetidae"	"Cheilopogon"	2
"Chelon_auratus"	"Chordata"	"Actinopteri"	"Mugiliformes"	"Mugilidae"	"Chelon"	2
"Chelon_dumerili"	"Chordata"	"Actinopteri"	"Mugiliformes"	"Mugilidae"	"Chelon"	2
"Chelon_labrosus"	"Chordata"	"Actinopteri"	"Mugiliformes"	"Mugilidae"	"Chelon"	4
"Chelon_ramada"	"Chordata"	"Actinopteri"	"Mugiliformes"	"Mugilidae"	"Chelon"	1
"Chilomycterus_reticulatus"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Diodontidae"	"Chilomycterus"	2
"Chimaera_monstrosa"	"Chordata"	"Holocephali"	"Chimaeriformes"	"Chimaeridae"	"Chimaera"	5
"Chirocentrus_dorab"	"Chordata"	"Actinopteri"	"Clupeiformes"	"Chirocentridae"	"Chirocentrus"	3
"Chirolophis_ascanii"	"Chordata"	"Actinopteri"	"Perciformes"	"Stichaeidae"	"Chirolophis"	2
"Chlamydoselachus_anguineus"	"Chordata"	"Elasmobranchii"	"Hexanchiformes"	"Chlamydoselachidae"	"Chlamydoselachus"	4
"Chlorophthalmus_agassizi"	"Chordata"	"Actinopteri"	"Aulopiformes"	"Chlorophthalmidae"	"Chlorophthalmus"	2
"Chondrostoma_nasus"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Chondrostoma"	1
"Chromis_chromis"	"Chordata"	"Actinopteri"	"Ovalentaria"	"Pomacentridae"	"Chromis"	1
"Chromis_viridis"	"Chordata"	"Actinopteri"	"Ovalentaria"	"Pomacentridae"	"Chromis"	4
"Clupea_harengus"	"Chordata"	"Actinopteri"	"Clupeiformes"	"Clupeidae"	"Clupea"	109
"Clupeonella_cultriventris"	"Chordata"	"Actinopteri"	"Clupeiformes"	"Clupeidae"	"Clupeonella"	2
"Cobitis_taenia"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cobitidae"	"Cobitis"	2
"Coloconger_cadenati"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Colocongridae"	"Coloconger"	3
"Conocara_macropterum"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Conocara"	2
"Conocara_murrayi"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Conocara"	2
"Corcyrogobius_liechtensteini"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Corcyrogobius"	1
"Coregonus_albula"	"Chordata"	"Actinopteri"	"Salmoniformes"	"Salmonidae"	"Coregonus"	1
"Coregonus_lavaretus"	"Chordata"	"Actinopteri"	"Salmoniformes"	"Salmonidae"	"Coregonus"	82
"Coregonus_maraena"	"Chordata"	"Actinopteri"	"Salmoniformes"	"Salmonidae"	"Coregonus"	3
"Coregonus_nasus"	"Chordata"	"Actinopteri"	"Salmoniformes"	"Salmonidae"	"Coregonus"	2
"Coregonus_oxyrinchus"	"Chordata"	"Actinopteri"	"Salmoniformes"	"Salmonidae"	"Coregonus"	22
"Coregonus_peled"	"Chordata"	"Actinopteri"	"Salmoniformes"	"Salmonidae"	"Coregonus"	2
"Coryphaena_equiselis"	"Chordata"	"Actinopteri"	"Carangiformes"	"Coryphaenidae"	"Coryphaena"	3
"Coryphaena_hippurus"	"Chordata"	"Actinopteri"	"Carangiformes"	"Coryphaenidae"	"Coryphaena"	13
"Coryphaenoides_guentheri"	"Chordata"	"Actinopteri"	"Gadiformes"	"Macrouridae"	"Coryphaenoides"	2
"Coryphaenoides_marshalli"	"Chordata"	"Actinopteri"	"Gadiformes"	"Macrouridae"	"Coryphaenoides"	1
"Coryphaenoides_paramarshalli"	"Chordata"	"Actinopteri"	"Gadiformes"	"Macrouridae"	"Coryphaenoides"	1
"Coryphaenoides_rupestris"	"Chordata"	"Actinopteri"	"Gadiformes"	"Macrouridae"	"Coryphaenoides"	1
"Coryphaenoides_zaniophorus"	"Chordata"	"Actinopteri"	"Gadiformes"	"Macrouridae"	"Coryphaenoides"	1
"Cottunculus_microps"	"Chordata"	"Actinopteri"	"Perciformes"	"Psychrolutidae"	"Cottunculus"	1
"Cottunculus_thomsonii"	"Chordata"	"Actinopteri"	"Perciformes"	"Psychrolutidae"	"Cottunculus"	1
"Cottus_gobio"	"Chordata"	"Actinopteri"	"Perciformes"	"Cottidae"	"Cottus"	1
"Cottus_poecilopus"	"Chordata"	"Actinopteri"	"Perciformes"	"Cottidae"	"Cottus"	2
"Cryptopsaras_couesii"	"Chordata"	"Actinopteri"	"Lophiiformes"	"Ceratiidae"	"Cryptopsaras"	4
"Crystallogobius_linearis"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Crystallogobius"	3
"Ctenolabrus_rupestris"	"Chordata"	"Actinopteri"	"Eupercaria"	"Labridae"	"Ctenolabrus"	2
"Cyclopterus_lumpus"	"Chordata"	"Actinopteri"	"Perciformes"	"Cyclopteridae"	"Cyclopterus"	3
"Cyclothone_microdon"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Gonostomatidae"	"Cyclothone"	1
"Cyema_atrum"	"Chordata"	"Actinopteri"	"Saccopharyngiformes"	"Cyematidae"	"Cyema"	2
"Cynoglossus_senegalensis"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Cynoglossidae"	"Cynoglossus"	2
"Cynoponticus_ferox"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Muraenesocidae"	"Cynoponticus"	3
"Cyprinus_carpio"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Cyprinus"	45
"Cyttopsis_rosea"	"Chordata"	"Actinopteri"	"Zeiformes"	"Parazenidae"	"Cyttopsis"	1
"Dactylopterus_volitans"	"Chordata"	"Actinopteri"	"Dactylopteriformes"	"Dactylopteridae"	"Dactylopterus"	1
"Dalatias_licha"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Dalatiidae"	"Dalatias"	1
"Dasyatis_pastinaca"	"Chordata"	"Elasmobranchii"	"Myliobatiformes"	"Dasyatidae"	"Dasyatis"	1
"Dasyatis_tortonesei"	"Chordata"	"Elasmobranchii"	"Myliobatiformes"	"Dasyatidae"	"Dasyatis"	2
"Deania_calcea"	"Chordata"	"Elasmobranchii"	"Squaliformes"	"Centrophoridae"	"Deania"	1
"Decapterus_macarellus"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Decapterus"	5
"Deltentosteus_collonianus"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Deltentosteus"	1
"Dentex_angolensis"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Dentex"	2
"Dentex_dentex"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Dentex"	2
"Dentex_gibbosus"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Dentex"	2
"Derichthys_serpentinus"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Derichthyidae"	"Derichthys"	3
"Diaphus_luetkeni"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Diaphus"	2
"Diaphus_splendidus"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Diaphus"	2
"Dicentrarchus_labrax"	"Chordata"	"Actinopteri"	"Eupercaria"	"Moronidae"	"Dicentrarchus"	3
"Dicentrarchus_punctatus"	"Chordata"	"Actinopteri"	"Eupercaria"	"Moronidae"	"Dicentrarchus"	2
"Dicologlossa_cuneata"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Soleidae"	"Dicologlossa"	1
"Didogobius_kochi"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Didogobius"	1
"Diodon_hystrix"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Diodontidae"	"Diodon"	2
"Diogenichthys_atlanticus"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Diogenichthys"	1
"Diplodus_puntazzo"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Diplodus"	1
"Diplodus_sargus"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Diplodus"	1
"Diplophos_taenia"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Gonostomatidae"	"Diplophos"	1
"Diplospinus_multistriatus"	"Chordata"	"Actinopteri"	"Scombriformes"	"Gempylidae"	"Diplospinus"	1
"Dipturus_batis"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Dipturus"	8
"Dipturus_nidarosiensis"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Dipturus"	3
"Dipturus_oxyrinchus"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Dipturus"	5
"Diretmus_argenteus"	"Chordata"	"Actinopteri"	"Trachichthyiformes"	"Diretmidae"	"Diretmus"	2
"Dussumieria_elopsoides"	"Chordata"	"Actinopteri"	"Clupeiformes"	"Dussumieriidae"	"Dussumieria"	3
"Dysalotus_alcocki"	"Chordata"	"Actinopteri"	"Scombriformes"	"Chiasmodontidae"	"Dysalotus"	2
"Echelus_myrus"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Ophichthidae"	"Echelus"	1
"Echeneis_naucrates"	"Chordata"	"Actinopteri"	"Carangiformes"	"Echeneidae"	"Echeneis"	6
"Echiichthys_vipera"	"Chordata"	"Actinopteri"	"Perciformes"	"Trachinidae"	"Echiichthys"	2
"Elagatis_bipinnulata"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Elagatis"	3
"Engraulis_encrasicolus"	"Chordata"	"Actinopteri"	"Clupeiformes"	"Engraulidae"	"Engraulis"	8
"Entelurus_aequoreus"	"Chordata"	"Actinopteri"	"Syngnathiformes"	"Syngnathidae"	"Entelurus"	1
"Epigonus_denticulatus"	"Chordata"	"Actinopteri"	"Acropomatiformes"	"Epigonidae"	"Epigonus"	3
"Epigonus_telescopus"	"Chordata"	"Actinopteri"	"Acropomatiformes"	"Epigonidae"	"Epigonus"	3
"Epinephelus_aeneus"	"Chordata"	"Actinopteri"	"Perciformes"	"Serranidae"	"Epinephelus"	1
"Epinephelus_caninus"	"Chordata"	"Actinopteri"	"Perciformes"	"Serranidae"	"Epinephelus"	1
"Epinephelus_coioides"	"Chordata"	"Actinopteri"	"Perciformes"	"Serranidae"	"Epinephelus"	8
