"Species"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"total_sequences"
"Masturus_lanceolatus"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Molidae"	"Masturus"	6
"Maulisia_argipalla"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Platytroctidae"	"Maulisia"	1
"Maulisia_mauli"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Platytroctidae"	"Maulisia"	1
"Maurolicus_muelleri"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Sternoptychidae"	"Maurolicus"	2
"Megachasma_pelagios"	"Chordata"	"Elasmobranchii"	"Lamniformes"	"Megachasmidae"	"Megachasma"	3
"Megalops_atlanticus"	"Chordata"	"Actinopteri"	"Elopiformes"	"Megalopidae"	"Megalops"	2
"Melamphaes_microps"	"Chordata"	"Actinopteri"	"Beryciformes"	"Melamphaidae"	"Melamphaes"	1
"Melanocetus_johnsonii"	"Chordata"	"Actinopteri"	"Lophiiformes"	"Melanocetidae"	"Melanocetus"	3
"Melanogrammus_aeglefinus"	"Chordata"	"Actinopteri"	"Gadiformes"	"Gadidae"	"Melanogrammus"	6
"Melanolagus_bericoides"	"Chordata"	"Actinopteri"	"Argentiniformes"	"Bathylagidae"	"Melanolagus"	1
"Melanonus_zugmayeri"	"Chordata"	"Actinopteri"	"Gadiformes"	"Melanonidae"	"Melanonus"	4
"Melanostigma_atlanticum"	"Chordata"	"Actinopteri"	"Perciformes"	"Zoarcidae"	"Melanostigma"	2
"Melanostomias_tentaculatus"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Stomiidae"	"Melanostomias"	2
"Melichthys_niger"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Balistidae"	"Melichthys"	3
"Merlangius_merlangus"	"Chordata"	"Actinopteri"	"Gadiformes"	"Gadidae"	"Merlangius"	9
"Merluccius_merluccius"	"Chordata"	"Actinopteri"	"Gadiformes"	"Merlucciidae"	"Merluccius"	3
"Micrenophrys_lilljeborgii"	"Chordata"	"Actinopteri"	"Perciformes"	"Cottidae"	"Micrenophrys"	1
"Microchirus_variegatus"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Soleidae"	"Microchirus"	3
"Micromesistius_poutassou"	"Chordata"	"Actinopteri"	"Gadiformes"	"Gadidae"	"Micromesistius"	6
"Microstomus_kitt"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Pleuronectidae"	"Microstomus"	4
"Mitsukurina_owstoni"	"Chordata"	"Elasmobranchii"	"Lamniformes"	"Mitsukurinidae"	"Mitsukurina"	3
"Mobula_birostris"	"Chordata"	"Elasmobranchii"	"Myliobatiformes"	"Myliobatidae"	"Mobula"	5
"Mobula_hypostoma"	"Chordata"	"Elasmobranchii"	"Myliobatiformes"	"Myliobatidae"	"Mobula"	1
"Mobula_mobular"	"Chordata"	"Elasmobranchii"	"Myliobatiformes"	"Myliobatidae"	"Mobula"	4
"Mobula_rochebrunei"	"Chordata"	"Elasmobranchii"	"Myliobatiformes"	"Myliobatidae"	"Mobula"	1
"Mobula_thurstoni"	"Chordata"	"Elasmobranchii"	"Myliobatiformes"	"Myliobatidae"	"Mobula"	6
"Mola_mola"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Molidae"	"Mola"	5
"Molva_dypterygia"	"Chordata"	"Actinopteri"	"Gadiformes"	"Lotidae"	"Molva"	4
"Molva_molva"	"Chordata"	"Actinopteri"	"Gadiformes"	"Lotidae"	"Molva"	2
"Monacoa_grimaldii"	"Chordata"	"Actinopteri"	"Argentiniformes"	"Opisthoproctidae"	"Monacoa"	3
"Monotaxis_grandoculis"	"Chordata"	"Actinopteri"	"Eupercaria"	"Lethrinidae"	"Monotaxis"	4
"Mugil_bananensis"	"Chordata"	"Actinopteri"	"Mugiliformes"	"Mugilidae"	"Mugil"	1
"Mugil_capurrii"	"Chordata"	"Actinopteri"	"Mugiliformes"	"Mugilidae"	"Mugil"	1
"Mugil_cephalus"	"Chordata"	"Actinopteri"	"Mugiliformes"	"Mugilidae"	"Mugil"	32
"Mugil_curema"	"Chordata"	"Actinopteri"	"Mugiliformes"	"Mugilidae"	"Mugil"	7
"Mullus_barbatus"	"Chordata"	"Actinopteri"	"Mulliformes"	"Mullidae"	"Mullus"	1
"Mullus_surmuletus"	"Chordata"	"Actinopteri"	"Mulliformes"	"Mullidae"	"Mullus"	6
"Muraena_augusti"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Muraenidae"	"Muraena"	3
"Muraena_helena"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Muraenidae"	"Muraena"	4
"Muraenesox_cinereus"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Muraenesocidae"	"Muraenesox"	4
"Mustelus_asterias"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Triakidae"	"Mustelus"	4
"Mustelus_mustelus"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Triakidae"	"Mustelus"	2
"Mycteroperca_rubra"	"Chordata"	"Actinopteri"	"Perciformes"	"Serranidae"	"Mycteroperca"	1
"Myctophum_affine"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Myctophum"	3
"Myctophum_asperum"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Myctophum"	4
"Myctophum_nitidulum"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Myctophum"	3
"Myctophum_obtusirostre"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Myctophum"	1
"Myctophum_punctatum"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Myctophum"	2
"Myliobatis_aquila"	"Chordata"	"Elasmobranchii"	"Myliobatiformes"	"Myliobatidae"	"Myliobatis"	1
"Myoxocephalus_quadricornis"	"Chordata"	"Actinopteri"	"Perciformes"	"Cottidae"	"Myoxocephalus"	7
"Myoxocephalus_scorpius"	"Chordata"	"Actinopteri"	"Perciformes"	"Cottidae"	"Myoxocephalus"	5
"Myroconger_compressus"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Myrocongridae"	"Myroconger"	2
"Nannobrachium_atrum"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Nannobrachium"	2
"Nannobrachium_lineatum"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Nannobrachium"	1
"Nansenia_groenlandica"	"Chordata"	"Actinopteri"	"Argentiniformes"	"Microstomatidae"	"Nansenia"	1
"Narcetes_stomias"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Narcetes"	3
"Naucrates_ductor"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Naucrates"	3
"Nealotus_tripes"	"Chordata"	"Actinopteri"	"Scombriformes"	"Gempylidae"	"Nealotus"	3
"Nemichthys_curvirostris"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Nemichthyidae"	"Nemichthys"	2
"Nemichthys_scolopaceus"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Nemichthyidae"	"Nemichthys"	7
"Nemipterus_japonicus"	"Chordata"	"Actinopteri"	"Eupercaria"	"Nemipteridae"	"Nemipterus"	5
"Neochelon_falcipinnis"	"Chordata"	"Actinopteri"	"Mugiliformes"	"Mugilidae"	"Neochelon"	1
"Neogobius_fluviatilis"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Neogobius"	1
"Neogobius_melanostomus"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Neogobius"	4
"Neoharriotta_pinnata"	"Chordata"	"Holocephali"	"Chimaeriformes"	"Rhinochimaeridae"	"Neoharriotta"	1
"Neoraja_caerulea"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Neoraja"	1
"Neoraja_iberica"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Neoraja"	1
"Neoscopelus_macrolepidotus"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Neoscopelidae"	"Neoscopelus"	3
"Neoscopelus_microchir"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Neoscopelidae"	"Neoscopelus"	2
"Nerophis_lumbriciformis"	"Chordata"	"Actinopteri"	"Syngnathiformes"	"Syngnathidae"	"Nerophis"	4
"Nesiarchus_nasutus"	"Chordata"	"Actinopteri"	"Scombriformes"	"Gempylidae"	"Nesiarchus"	2
"Nessorhamphus_ingolfianus"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Derichthyidae"	"Nessorhamphus"	5
"Netuma_thalassina"	"Chordata"	"Actinopteri"	"Siluriformes"	"Ariidae"	"Netuma"	3
"Nomeus_gronovii"	"Chordata"	"Actinopteri"	"Scombriformes"	"Nomeidae"	"Nomeus"	1
"Normichthys_operosus"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Platytroctidae"	"Normichthys"	3
"Notacanthus_bonaparte"	"Chordata"	"Actinopteri"	"Notacanthiformes"	"Notacanthidae"	"Notacanthus"	2
"Notacanthus_chemnitzii"	"Chordata"	"Actinopteri"	"Notacanthiformes"	"Notacanthidae"	"Notacanthus"	8
"Notolychnus_valdiviae"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Notolychnus"	4
"Notoscopelus_caudispinosus"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Notoscopelus"	3
"Notoscopelus_elongatus"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Notoscopelus"	3
"Notoscopelus_resplendens"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Notoscopelus"	1
"Oblada_melanura"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Oblada"	2
"Odontaspis_ferox"	"Chordata"	"Elasmobranchii"	"Lamniformes"	"Odontaspididae"	"Odontaspis"	6
"Oedalechilus_labeo"	"Chordata"	"Actinopteri"	"Mugiliformes"	"Mugilidae"	"Oedalechilus"	4
"Omobranchus_punctatus"	"Chordata"	"Actinopteri"	"Blenniiformes"	"Blenniidae"	"Omobranchus"	3
"Omosudis_lowii"	"Chordata"	"Actinopteri"	"Aulopiformes"	"Omosudidae"	"Omosudis"	5
"Oncorhynchus_gorbuscha"	"Chordata"	"Actinopteri"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	6
"Oncorhynchus_keta"	"Chordata"	"Actinopteri"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	6
"Oncorhynchus_mykiss"	"Chordata"	"Actinopteri"	"Salmoniformes"	"Salmonidae"	"Oncorhynchus"	20
"Oneirodes_eschrichtii"	"Chordata"	"Actinopteri"	"Lophiiformes"	"Oneirodidae"	"Oneirodes"	1
"Opisthoproctus_soleatus"	"Chordata"	"Actinopteri"	"Argentiniformes"	"Opisthoproctidae"	"Opisthoproctus"	4
"Oplegnathus_fasciatus"	"Chordata"	"Actinopteri"	"Centrarchiformes"	"Oplegnathidae"	"Oplegnathus"	7
"Osmerus_eperlanus"	"Chordata"	"Actinopteri"	"Osmeriformes"	"Osmeridae"	"Osmerus"	4
"Ostorhinchus_fasciatus"	"Chordata"	"Actinopteri"	"Kurtiformes"	"Apogonidae"	"Ostorhinchus"	4
"Ostracion_cubicus"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Ostraciidae"	"Ostracion"	4
"Oxyporhamphus_similis"	"Chordata"	"Actinopteri"	"Beloniformes"	"Hemiramphidae"	"Oxyporhamphus"	1
"Oxyurichthys_papuensis"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Oxyurichthys"	1
"Pachystomias_microdon"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Stomiidae"	"Pachystomias"	1
"Pagellus_acarne"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Pagellus"	3
"Pagellus_bellottii"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Pagellus"	1
"Pagellus_bogaraveo"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Pagellus"	3
"Pagellus_erythrinus"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Pagellus"	2
"Pagrus_auriga"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Pagrus"	2
"Pagrus_caeruleostictus"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Pagrus"	1
"Pagrus_major"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Pagrus"	6
"Pagrus_pagrus"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Pagrus"	3
"Pampus_argenteus"	"Chordata"	"Actinopteri"	"Perciformes"	"Stromateidae"	"Pampus"	6
"Parablennius_gattorugine"	"Chordata"	"Actinopteri"	"Blenniiformes"	"Blenniidae"	"Parablennius"	1
"Parachelon_grandisquamis"	"Chordata"	"Actinopteri"	"Mugiliformes"	"Mugilidae"	"Parachelon"	2
"Paraconger_notialis"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Congridae"	"Paraconger"	3
"Paraliparis_copei"	"Chordata"	"Actinopteri"	"Perciformes"	"Liparidae"	"Paraliparis"	1
"Parataeniophorus_gulosus"	"Chordata"	"Actinopteri"	"Beryciformes"	"Cetomimidae"	"Parataeniophorus"	2
"Parexocoetus_mento"	"Chordata"	"Actinopteri"	"Beloniformes"	"Exocoetidae"	"Parexocoetus"	3
"Pegusa_lascaris"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Soleidae"	"Pegusa"	2
"Pelates_quadrilineatus"	"Chordata"	"Actinopteri"	"Centrarchiformes"	"Terapontidae"	"Pelates"	3
"Pelecus_cultratus"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Pelecus"	2
"Pentanemus_quinquarius"	"Chordata"	"Actinopteri"	"Carangaria"	"Polynemidae"	"Pentanemus"	1
"Perca_fluviatilis"	"Chordata"	"Actinopteri"	"Perciformes"	"Percidae"	"Perca"	22
"Periophthalmus_barbarus"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Periophthalmus"	1
"Petromyzon_marinus"	"Chordata"	"Petromyzonti"	"Petromyzontiformes"	"Petromyzontidae"	"Petromyzon"	4
"Petroscirtes_ancylodon"	"Chordata"	"Actinopteri"	"Blenniiformes"	"Blenniidae"	"Petroscirtes"	1
"Pholis_gunnellus"	"Chordata"	"Actinopteri"	"Perciformes"	"Pholidae"	"Pholis"	8
"Photonectes_margarita"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Stomiidae"	"Photonectes"	2
"Photostomias_guernei"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Stomiidae"	"Photostomias"	2
"Phoxinus_phoxinus"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Phoxinus"	9
"Phrynorhombus_norvegicus"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Scophthalmidae"	"Phrynorhombus"	2
"Phycis_blennoides"	"Chordata"	"Actinopteri"	"Gadiformes"	"Phycidae"	"Phycis"	1
"Phycis_phycis"	"Chordata"	"Actinopteri"	"Gadiformes"	"Phycidae"	"Phycis"	1
"Planiliza_haematocheila"	"Chordata"	"Actinopteri"	"Mugiliformes"	"Mugilidae"	"Planiliza"	5
"Platax_teira"	"Chordata"	"Actinopteri"	"Acanthuriformes"	"Ephippidae"	"Platax"	3
"Platichthys_flesus"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Pleuronectidae"	"Platichthys"	3
"Platycephalus_indicus"	"Chordata"	"Actinopteri"	"Perciformes"	"Platycephalidae"	"Platycephalus"	6
"Platytroctes_apus"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Platytroctidae"	"Platytroctes"	3
"Pleuronectes_platessa"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Pleuronectidae"	"Pleuronectes"	4
"Plotosus_lineatus"	"Chordata"	"Actinopteri"	"Siluriformes"	"Plotosidae"	"Plotosus"	5
"Pollachius_pollachius"	"Chordata"	"Actinopteri"	"Gadiformes"	"Gadidae"	"Pollachius"	7
"Pollachius_virens"	"Chordata"	"Actinopteri"	"Gadiformes"	"Gadidae"	"Pollachius"	6
"Pollichthys_mauli"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Phosichthyidae"	"Pollichthys"	1
"Polyacanthonotus_challengeri"	"Chordata"	"Actinopteri"	"Notacanthiformes"	"Notacanthidae"	"Polyacanthonotus"	3
"Polyacanthonotus_rissoanus"	"Chordata"	"Actinopteri"	"Notacanthiformes"	"Notacanthidae"	"Polyacanthonotus"	5
"Polyipnus_polli"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Sternoptychidae"	"Polyipnus"	1
"Polymetme_corythaeola"	"Chordata"	"Actinopteri"	"Stomiiformes"	"Phosichthyidae"	"Polymetme"	3
"Pomacanthus_imperator"	"Chordata"	"Actinopteri"	"Acanthuriformes"	"Pomacanthidae"	"Pomacanthus"	4
"Pomacanthus_maculosus"	"Chordata"	"Actinopteri"	"Acanthuriformes"	"Pomacanthidae"	"Pomacanthus"	2
"Pomadasys_stridens"	"Chordata"	"Actinopteri"	"Eupercaria"	"Haemulidae"	"Pomadasys"	1
"Pomatomus_saltatrix"	"Chordata"	"Actinopteri"	"Scombriformes"	"Pomatomidae"	"Pomatomus"	5
"Pomatoschistus_knerii"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Pomatoschistus"	1
"Pomatoschistus_microps"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Pomatoschistus"	8
"Pomatoschistus_minutus"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Pomatoschistus"	6
"Pomatoschistus_pictus"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Pomatoschistus"	5
"Ponticola_kessleri"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Ponticola"	3
"Pontinus_kuhlii"	"Chordata"	"Actinopteri"	"Perciformes"	"Scorpaenidae"	"Pontinus"	1
"Poromitra_crassiceps"	"Chordata"	"Actinopteri"	"Beryciformes"	"Melamphaidae"	"Poromitra"	1
"Priacanthus_hamrur"	"Chordata"	"Actinopteri"	"Eupercaria"	"Priacanthidae"	"Priacanthus"	4
"Priacanthus_sagittarius"	"Chordata"	"Actinopteri"	"Eupercaria"	"Priacanthidae"	"Priacanthus"	3
"Prionace_glauca"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Carcharhinidae"	"Prionace"	5
"Pristis_microdon"	"Chordata"	"Elasmobranchii"	"Rhinopristiformes"	"Pristidae"	"Pristis"	1
"Pristis_pectinata"	"Chordata"	"Elasmobranchii"	"Rhinopristiformes"	"Pristidae"	"Pristis"	3
"Pristis_pristis"	"Chordata"	"Elasmobranchii"	"Rhinopristiformes"	"Pristidae"	"Pristis"	1
"Promethichthys_prometheus"	"Chordata"	"Actinopteri"	"Scombriformes"	"Gempylidae"	"Promethichthys"	7
"Proterorhinus_semilunaris"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Proterorhinus"	4
"Protomyctophum_arcticum"	"Chordata"	"Actinopteri"	"Myctophiformes"	"Myctophidae"	"Protomyctophum"	2
"Pseudaphya_ferreri"	"Chordata"	"Actinopteri"	"Gobiiformes"	"Gobiidae"	"Pseudaphya"	1
"Pseudocaranx_dentex"	"Chordata"	"Actinopteri"	"Carangiformes"	"Carangidae"	"Pseudocaranx"	16
"Pseudocarcharias_kamoharai"	"Chordata"	"Elasmobranchii"	"Lamniformes"	"Pseudocarchariidae"	"Pseudocarcharias"	2
"Pseudotolithus_elongatus"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sciaenidae"	"Pseudotolithus"	2
"Pseudotolithus_typus"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sciaenidae"	"Pseudotolithus"	3
"Pseudotriakis_microdon"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Pseudotriakidae"	"Pseudotriakis"	1
"Pterois_miles"	"Chordata"	"Actinopteri"	"Perciformes"	"Scorpaenidae"	"Pterois"	4
"Pteroplatytrygon_violacea"	"Chordata"	"Elasmobranchii"	"Myliobatiformes"	"Dasyatidae"	"Pteroplatytrygon"	3
"Pungitius_platygaster"	"Chordata"	"Actinopteri"	"Perciformes"	"Gasterosteidae"	"Pungitius"	2
"Pungitius_pungitius"	"Chordata"	"Actinopteri"	"Perciformes"	"Gasterosteidae"	"Pungitius"	9
"Pythonichthys_microphthalmus"	"Chordata"	"Actinopteri"	"Anguilliformes"	"Heterenchelyidae"	"Pythonichthys"	2
"Rachycentron_canadum"	"Chordata"	"Actinopteri"	"Carangiformes"	"Rachycentridae"	"Rachycentron"	3
"Raja_asterias"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Raja"	2
"Raja_brachyura"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Raja"	4
"Raja_clavata"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Raja"	5
"Raja_maderensis"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Raja"	1
"Raja_microocellata"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Raja"	1
"Raja_miraletus"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Raja"	2
"Raja_montagui"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Raja"	1
"Raja_polystigma"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Raja"	3
"Raja_undulata"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Raja"	3
"Rajella_bigelowi"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Rajella"	1
"Rajella_fyllae"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Rajella"	1
"Rajella_lintea"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Rajella"	2
"Raniceps_raninus"	"Chordata"	"Actinopteri"	"Gadiformes"	"Gadidae"	"Raniceps"	2
"Ranzania_laevis"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Molidae"	"Ranzania"	4
"Rastrelliger_kanagurta"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombridae"	"Rastrelliger"	4
"Regalecus_glesne"	"Chordata"	"Actinopteri"	"Lampriformes"	"Regalecidae"	"Regalecus"	1
"Reinhardtius_hippoglossoides"	"Chordata"	"Actinopteri"	"Pleuronectiformes"	"Pleuronectidae"	"Reinhardtius"	9
"Remora_australis"	"Chordata"	"Actinopteri"	"Carangiformes"	"Echeneidae"	"Remora"	1
"Remora_brachyptera"	"Chordata"	"Actinopteri"	"Carangiformes"	"Echeneidae"	"Remora"	3
"Remora_osteochir"	"Chordata"	"Actinopteri"	"Carangiformes"	"Echeneidae"	"Remora"	3
"Remora_remora"	"Chordata"	"Actinopteri"	"Carangiformes"	"Echeneidae"	"Remora"	2
"Rhabdosargus_haffara"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Rhabdosargus"	1
"Rhincodon_typus"	"Chordata"	"Elasmobranchii"	"Orectolobiformes"	"Rhincodontidae"	"Rhincodon"	5
"Rhinecanthus_aculeatus"	"Chordata"	"Actinopteri"	"Tetraodontiformes"	"Balistidae"	"Rhinecanthus"	6
"Rhinoptera_bonasus"	"Chordata"	"Elasmobranchii"	"Myliobatiformes"	"Myliobatidae"	"Rhinoptera"	2
"Rhizoprionodon_acutus"	"Chordata"	"Elasmobranchii"	"Carcharhiniformes"	"Carcharhinidae"	"Rhizoprionodon"	3
"Rhodichthys_regina"	"Chordata"	"Actinopteri"	"Perciformes"	"Liparidae"	"Rhodichthys"	2
"Rhynchohyalus_natalensis"	"Chordata"	"Actinopteri"	"Argentiniformes"	"Opisthoproctidae"	"Rhynchohyalus"	1
"Rinoctes_nasutus"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Rinoctes"	2
"Rondeletia_loricata"	"Chordata"	"Actinopteri"	"Beryciformes"	"Rondeletiidae"	"Rondeletia"	3
"Rostroraja_alba"	"Chordata"	"Elasmobranchii"	"Rajiformes"	"Rajidae"	"Rostroraja"	1
"Rouleina_attrita"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Rouleina"	1
"Rouleina_maderensis"	"Chordata"	"Actinopteri"	"Alepocephaliformes"	"Alepocephalidae"	"Rouleina"	1
"Rutilus_rutilus"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Rutilus"	3
"Ruvettus_pretiosus"	"Chordata"	"Actinopteri"	"Scombriformes"	"Gempylidae"	"Ruvettus"	3
"Salmo_labrax"	"Chordata"	"Actinopteri"	"Salmoniformes"	"Salmonidae"	"Salmo"	1
"Salmo_salar"	"Chordata"	"Actinopteri"	"Salmoniformes"	"Salmonidae"	"Salmo"	13
"Salmo_trutta"	"Chordata"	"Actinopteri"	"Salmoniformes"	"Salmonidae"	"Salmo"	24
"Salvelinus_alpinus"	"Chordata"	"Actinopteri"	"Salmoniformes"	"Salmonidae"	"Salvelinus"	14
"Salvelinus_fontinalis"	"Chordata"	"Actinopteri"	"Salmoniformes"	"Salmonidae"	"Salvelinus"	10
"Sander_lucioperca"	"Chordata"	"Actinopteri"	"Perciformes"	"Percidae"	"Sander"	7
"Sarda_sarda"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombridae"	"Sarda"	2
"Sardina_pilchardus"	"Chordata"	"Actinopteri"	"Clupeiformes"	"Clupeidae"	"Sardina"	11
"Sardinella_maderensis"	"Chordata"	"Actinopteri"	"Clupeiformes"	"Clupeidae"	"Sardinella"	2
"Sargocentron_praslin"	"Chordata"	"Actinopteri"	"Holocentriformes"	"Holocentridae"	"Sargocentron"	5
"Sargocentron_rubrum"	"Chordata"	"Actinopteri"	"Holocentriformes"	"Holocentridae"	"Sargocentron"	10
"Sarpa_salpa"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sparidae"	"Sarpa"	1
"Saurida_undosquamis"	"Chordata"	"Actinopteri"	"Aulopiformes"	"Synodontidae"	"Saurida"	5
"Scardinius_erythrophthalmus"	"Chordata"	"Actinopteri"	"Cypriniformes"	"Cyprinidae"	"Scardinius"	5
"Scartella_cristata"	"Chordata"	"Actinopteri"	"Blenniiformes"	"Blenniidae"	"Scartella"	1
"Scarus_ghobban"	"Chordata"	"Actinopteri"	"Eupercaria"	"Scaridae"	"Scarus"	6
"Scatophagus_argus"	"Chordata"	"Actinopteri"	"Acanthuriformes"	"Scatophagidae"	"Scatophagus"	13
"Schedophilus_medusophagus"	"Chordata"	"Actinopteri"	"Scombriformes"	"Centrolophidae"	"Schedophilus"	3
"Sciaenops_ocellatus"	"Chordata"	"Actinopteri"	"Eupercaria"	"Sciaenidae"	"Sciaenops"	3
"Scomber_colias"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombridae"	"Scomber"	3
"Scomber_japonicus"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombridae"	"Scomber"	10
"Scomber_scombrus"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombridae"	"Scomber"	6
"Scomberesox_saurus"	"Chordata"	"Actinopteri"	"Beloniformes"	"Scomberesocidae"	"Scomberesox"	1
"Scomberomorus_commerson"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombridae"	"Scomberomorus"	3
"Scombrolabrax_heterolepis"	"Chordata"	"Actinopteri"	"Scombriformes"	"Scombrolabracidae"	"Scombrolabrax"	1
